label,text
ham,Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.
ham,"Cool, text me when you head out"
ham,Wherre's my boytoy ? :-(
ham,How's ur paper?
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
ham,I'm going for bath will msg you next  &lt;#&gt;  min..
ham,Me i'm not workin. Once i get job...
ham,Wat uniform? In where get?
ham,Mmmm.... I cant wait to lick it!
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
ham,"Fuuuuck I need to stop sleepin, sup"
ham,Hey you around? I've got enough for a half + the ten I owe you
ham,Today am going to college so am not able to atten the class.
ham,YO YO YO BYATCH WHASSUP?
ham,", how's things? Just a quick question."
ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
ham,"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor..."
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... 
ham,It has issues right now. Ill fix for her by tomorrow.
ham,K:)k:)good:)study well.
ham,Beerage?
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
ham,What about this one then.
ham,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.
ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH."
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs
ham,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!"
spam,Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!"
ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
ham,on hen night. Going with a swing
ham,Oh ya ya. I remember da. .
ham,I will take care of financial problem.i will help:)
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION"
ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel 
ham, and  picking them up from various points
ham,I'm at home n ready...
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!
ham,I'm done...
ham,I wanna watch that movie
ham,"I shall book chez jules for half eight, if that's ok with you?"
ham,Oic... Then better quickly go bathe n settle down...
ham,"There'll be a minor shindig at my place later tonight, you interested?"
ham,Are you this much buzy
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
spam,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode"
ham,Pls confirm the time to collect the cheque.
ham,No..he joined today itself.
ham,"Nah I don't think he goes to usf, he lives around here though"
ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
ham,To day class is there are no class.
ham,Hmmm.but you should give it on one day..
ham,"Yo, the game almost over? Want to go to walmart soon"
ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.
ham,R we going with the  &lt;#&gt;  bus?
ham,Mum ask ü to buy food home...
ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)"
ham,Nationwide auto centre (or something like that) on Newport road. I liked them there
ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore"
ham,I'll text you when I drop x off
ham,Enjoy urself tmr...
ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? 
ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. "
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. "
ham,Teach me apps da. When you come to college.
ham,Sorry de i went to shop.
ham,Ahhh. Work. I vaguely remember that! What does it feel like? Lol
ham,"I hav almost reached. Call, i m unable to connect u."
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
spam,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE"
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
ham,None of that's happening til you get here though
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
ham,K..u also dont msg or reply to his msg..
ham,Did he just say somebody is named tampa
ham,"Me not waking up until 4 in the afternoon, sup"
ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep"
spam,3. You have received your mobile content. Enjoy
ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c
spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
ham,So ü'll be submitting da project tmr rite?
ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
ham,"""NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT"""
ham,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?"""
ham,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?"
ham,There's no point hangin on to mr not right if he's not makin u happy
ham,Dare i ask... Any luck with sorting out the car?
ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James."
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
ham,"Yep, by the pretty sculpture"
ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?"
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
ham,Cramps stopped. Going back to sleep
ham,"Just looked it up and addie goes back Monday, sucks to be her"
ham,Yo! Howz u? girls never rang after india. L
ham,O shore are you takin the bus
ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing 
ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
ham,I didn't get the second half of that message
ham,You know there is. I shall speak to you in  &lt;#&gt;  minutes then
ham,How r ü going to send it to me?
ham,What u talking bout early morning? It's almost noon where your at!
ham,Dear i have reache room
ham,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
ham,Why tired what special there you had
ham,Hey what's up charles sorry about the late reply.
ham,"4 tacos + 1 rajas burrito, right?"
ham,How is it possible to teach you. And where.
ham,Am in film ill call you later.
spam,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p
ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
ham,Mm have some kanji dont eat anything heavy ok
ham,Howz pain?hope u r fine..
ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3
ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready..."
ham,Went to ganesh dress shop
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches
ham,"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear...."""
ham,In e msg jus now. U said thanks for gift.
ham,I'm always looking for an excuse to be in the city.
ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible
ham,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8
ham,Quite late lar... Ard 12 anyway i wun b drivin...
ham,Then any special there?
spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL"
ham,As in different styles?
ham,Talk to g and x about that
ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
ham,I'm really not up to it still tonight babe
spam,You have 1 new voicemail. Please call 08719181503
ham,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
ham,When are you going to ride your bike?
ham,I don't think he has spatula hands!
ham,Sorry da. I gone mad so many pending works what to do.
ham,I'll be at mu in like  &lt;#&gt;  seconds
ham,I have a rather prominent bite mark on my right cheek
ham,Wat's da model num of ur phone?
ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down
ham,Havent.
ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee..."
ham,Prabha..i'm soryda..realy..frm heart i'm sory
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
ham,Auntie huai juan never pick up her phone
ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
ham,Dude im no longer a pisces. Im an aquarius now.
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here
ham,"Ya, told..she was asking wats matter?"
ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already"
ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;
spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk"
ham,"Trust me. Even if isn't there, its there."
ham,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx
ham,May i call You later Pls
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only
ham,Please dont say like that. Hi hi hi
ham,K...k:)why cant you come here and search job:)
ham,Hey whats up? U sleeping all morning?
ham,Chk in ur belovd ms dict
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
ham,Carlos says we can pick up from him later so yeah we're set
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam
ham,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..
ham,"Aldrine, rakhesh ex RTM here.pls call.urgent."
ham,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.
ham,"Cool, text me when you're ready"
ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
ham,Jay's getting really impatient and belligerent
ham,That's y we haf to combine n c how lor...
ham,Just haven't decided where yet eh ?
ham,Aight should I just plan to come up later tonight?
ham,How much she payed. Suganya.
ham,Lol that's different. I don't go trying to find every real life photo you ever took.
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
ham,"Some friends want me to drive em someplace, probably take a while"
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p"
ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day"
ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
ham,Is there any training tomorrow?
ham,"Oh... Icic... K lor, den meet other day..."
spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D
ham,Crucify is c not s. You should have told me earlier.
ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?
ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime
ham,I've been trying to reach him without success
ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
ham,O we cant see if we can join denis and mina? Or does denis want alone time
ham,Dear good morning now only i am up
ham,I don't know but I'm raping dudes at poker
ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
spam,"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm"
ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke
ham,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar
spam,Adult 18 Content Your video will be with you shortly
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
ham,* Will be september by then!
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
spam,2/2 146tf150p
ham,Im good! I have been thinking about you...
ham,No..few hours before.went to hair cut .
ham,Two teams waiting for some players
spam,You have 1 new voicemail. Please call 08719181513.
ham,I pocked you up there before
ham,Anything lor but toa payoh got place 2 walk meh...
ham,Ya:)going for restaurant..
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!"
ham,I know a few people I can hit up and fuck to the yes
ham,"Hmm well, night night "
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
ham,Sure! I am driving but will reach my destination soon.
ham,Ü still got lessons?  Ü in sch?
ham,Sian... Aft meeting supervisor got work 2 do liao... U working now?
ham,Networking technical support associate.
ham,My friends use to call the same.
ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?"
ham,i see. When we finish we have loads of loans to pay
ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
spam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.
ham,Everybody had fun this evening. Miss you.
ham,No way I'm going back there!
ham,How do you plan to manage that
ham,No de.am seeing in online shop so that i asked.
ham,Tmr timin still da same wat cos i got lesson until 6...
ham,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*"
ham,Studying. But i.ll be free next weekend.
ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
ham,Come by our room at some point so we can iron out the plan for this weekend
ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
ham,"Nah can't help you there, I've never had an iphone"
ham,I'll be late...
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
ham,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.
ham,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs.."
ham,"Nah, I'm a perpetual DD"
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
ham,Don know:)this week i'm going to tirunelvai da.
ham,I was gonna ask you lol but i think its at 7
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.
ham,Pls she needs to dat slowly or she will vomit more.
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
spam,Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
ham,I am in a marriage function
ham,Oh yeah clearly it's my fault
ham,Boo. How's things? I'm back at home and a little bored already :-(
ham,"Just arrived, see you in a couple days &lt;3"
ham,Pick you up bout 7.30ish? What time are  and that going?
ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons
ham,Yavnt tried yet and never played original either
ham,Lemme know when you're here
ham,How much is torch in 9ja.
ham,Aight sorry I take ten years to shower. What's the plan?
ham,In sch but neva mind u eat 1st lor..
ham,Yar but they say got some error.
ham,His frens go then he in lor. Not alone wif my mum n sis lor.
ham,Cool. So how come you havent been wined and dined before?
ham,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
ham,Audrie lousy autocorrect
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB
ham,I ask if u meeting da ge tmr nite...
ham,Pls send me the correct name da.
ham,No problem with the renewal. I.ll do it right away but i dont know his details.
ham,"Sure, whenever you show the fuck up &gt;:("
ham,I'm not coming home 4 dinner.
ham,"life alle mone,eppolum oru pole allalo"
ham,Wait . I will msg after  &lt;#&gt;  min.
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL
ham,Also are you bringing galileo or dobby
ham,* You gonna ring this weekend or wot?
ham,K:)k..its good:)when are you going?
ham,Have you started in skye
ham,Oh. U must have taken your REAL Valentine out shopping first.
ham,"Yes, my reg is  Ciao!"
ham,You've always been the brainy one.
ham,Booked ticket for pongal?
ham,He didn't see his shadow. We get an early spring yay
ham,No message..no responce..what happend?
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
ham,Dear umma she called me now :-)
ham,Left dessert. U wan me 2 go suntec look 4 u?
ham,Apart from the one i told you about yesterday?
ham,Yeah confirmed for you staying at  that weekend
ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend."
ham,No dear i was sleeping :-P
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
ham,I have gone into get info bt dont know what to do
ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost."
ham,Sat right? Okay thanks... 
ham,Me n him so funny...
ham,Was it something u ate?
ham,U meet other fren dun wan meet me ah... Muz b a guy rite...
spam,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!
ham,Wat u doing there?
ham,"How long before you get reply, just defer admission til next semester"
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea"
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
ham,Ok but tell me half an hr b4 u come i need 2 prepare.
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
ham,Oh k.i think most of wi and nz players unsold.
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!
spam,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?
spam,TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.
ham,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!"
spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870."
ham,"Well, i'm gonna finish my bath now. Have a good...fine night."
ham,Surely result will offer:)
ham,Dear got bus directly to calicut
ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging 
ham,Hi! This is Roger from CL. How are you?
ham,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit"
ham,Shb b ok lor... Thanx...
ham,K..k:)where are you?how did you performed?
ham,Do you know where my lab goggles went
ham,Then why no one talking to me
ham,"Why is that, princess? I bet the brothas are all chasing you!"
ham,1's finish meeting call me.
ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!
ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?
ham,"Cool, I'll text you in a few"
ham,Sorry i din lock my keypad.
ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
ham,"I'm a guy, browsin is compulsory"
ham,Thought praps you meant another one. Goodo! I'll look tomorrow 
ham,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.
ham,Somebody should go to andros and steal ice
ham,"idc get over here, you are not weaseling your way out of this shit twice in a row"
ham,I'm not sure if its still available though
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
ham,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm"
ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :)
ham,Reverse is cheating. That is not mathematics.
ham,Customer place i will call you
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
ham,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off"
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.
ham,Ok thanx... Take care then...
ham,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
ham,Long time. You remember me today.
ham,meet you in corporation st outside gap … you can see how my mind is working!
ham,Do you work all this week ?
ham,Good Morning my Dear........... Have a great &amp; successful day.
ham,Nope thats fine. I might have a nap tho! 
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again"
ham,If we win its really no 1 side for long time.
ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.
ham,Tension ah?what machi?any problem?
ham,No let me do the math. Your not good at it.
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.
ham,U sure u can't take any sick time?
ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
ham,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.
ham,K I'll take care of it
ham,Wat ü doing now?
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
ham,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out"
ham,If you're not in my car in an hour and a half I'm going apeshit
ham,Cool. Do you like swimming? I have a pool and jacuzzi at my house.
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m)
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
spam,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795
ham,here is my new address -apples&pairs&all that malarky
ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;"
spam,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max 
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth"
ham,TELL HER I SAID EAT SHIT.
ham,Might ax well im there.
ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …"
ham,Nope i waiting in sch 4 daddy... 
ham,Some of them told accenture is not confirm. Is it true.
ham,Yeah my usual guy's out of town but there're definitely people around I know
ham,Thanks for looking out for me. I really appreciate.
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola"
ham,And do you have any one that can teach me how to ship cars.
ham,We got a divorce. Lol. She.s here
ham,Black shirt n blue jeans... I thk i c ü...
ham,Yay! You better not have told that to 5 other girls either.
